Source_PPT,SlideIndex,SelectionTitle,Title,Code,Title_short,Image_sub_url,Deci_Question,Next1_Code,Next2_Code,match_code_OPM,OPM_Step,Source_Title,Narr1,Narr2,Narr3,Disp_next1,Disp_next2,Disp_next3,UAP url,UAP Label,start_here,Mismatch
SE_SLS_Ord2Pick_251121_1354.pptx,20,D5. Was Credit Restored or COD or CC accepted? - Sales Order  to Pick SOP,D5. Was Credit Restored or COD or CC accepted? - Sales Order to Pick SOP,D5,Was Credit Restored or COD or CC accepted?,/images/Ord2Pick/D5.png,Was the Customer's Credit restored or did they accept one of the alternate options presented,Y5,N5,,,,Yes credit was  restored or COD or Cc terms were accepted by Customer for this order,,,,,,,,,
SE_SLS_Ord2Pick_251121_1354.pptx,21,"Y5.  Yes,  Credit Restored or COD or CC  was accepted? - Sales Order  to Pick SOP","Y5. Yes, Credit Restored or COD or CC was accepted - Sales Order to Pick SOP",Y5,"Yes, Credit Restored or COD or CC was accepted?",/images/Ord2Pick/Y5.png,,S7,,,,,Print customer Acknowledgement and Pick ticket,,,,,,,,,
SE_SLS_Ord2Pick_251121_1354.pptx,22,S7. Print Customer Acknowledgement and Pick Ticket - Sales Order  to Pick SOP,S7. Print Customer Acknowledgement and Pick Ticket - Sales Order to Pick SOP,S7,Print Customer Acknowledgement and Pick Ticket,/images/Ord2Pick/S7.png,,S8,,,,,Proceed to pick to Invoice SOP ,,,,,,,,,
SE_SLS_Ord2Pick_251121_1354.pptx,23,S8. Proceed to the Pick to Invoice SOP - Sales Order  to Pick SOP,S8. Proceed to the Pick to Invoice SOP - Sales Order to Pick SOP,S8,Proceed to the Pick to Invoice SOP,/images/Ord2Pick/S8.png,,N5,,,,,No customer did not take any options presented ,,,,,,,,,
SE_SLS_Ord2Pick_251121_1354.pptx,24,N5. No Customer did not take any of the options presented- Sales Order  to Pick SOP,N5. No Customer did not take any of the options presented- Sales Order to Pick SOP,N5,No Customer did not take any of the options presented,/images/Ord2Pick/N5.png,,S9,,,,,Cancel order ,,,,,,,,,
SE_SLS_Ord2Pick_251121_1354.pptx,25,S9. Cancel order inform Sales and update Reason code - Sales Order  to Pick SOP,S9. Cancel order inform Sales and update Reason code - Sales Order to Pick SOP,S9,Cancel order inform Sales and update Reason code,/images/Ord2Pick/S9.png,,N4,,,,,No sales order is not on hold ,,,,,,,,,
SE_SLS_Ord2Pick_251121_1354.pptx,26,"N4. No, Sales order is not on hold - Sales Order  to Pick SOP","N4. No, Sales order is not on hold - Sales Order to Pick SOP",N4,"No, Sales order is not on hold",/images/Ord2Pick/N4.png,,N3,,,,,No this is not a blanket or fulfillment order ,,,,,,,,,
SE_SLS_Ord2Pick_251121_1354.pptx,27,"N3. No, Not a Blanket or Fulfillment Order- Sales Order  to Pick SOP","N3. No, Not a Blanket or Fulfillment Order- Sales Order to Pick SOP",N3,"No, Not a Blanket or Fulfillment Order",/images/Ord2Pick/N3.png,,N2,,,,,This is a COD or tendering order,,,,,,,,,
SE_SLS_Ord2Pick_251121_1354.pptx,28,"N2. No, This is a COD or Tendering Order - Sales Order  to Pick SOP","N2. No, This is a COD or Tendering Order - Sales Order to Pick SOP",N2,"No, This is a COD or Tendering Order",/images/Ord2Pick/N2.png,,S10,,,,,Collect payment ,,,,,,,,,
SE_SLS_Ord2Pick_251121_1354.pptx,29,S10. Collect Payment via CC or other - Sales Order  to Pick SOP,S10. Collect Payment via CC or other - Sales Order to Pick SOP,S10,Collect Payment via CC or other,/images/Ord2Pick/S10.png,,N1,,,,,No there are Add on's that must entered now,,,,,,,,,
SE_SLS_Ord2Pick_251121_1354.pptx,30,"N1. No, There are “Add on” to add  - Sales Order  to Pick SOP","N1. No, There are ""Add on"" to add - Sales Order to Pick SOP",N1,"No, There are ""Add on"" to add",/images/Ord2Pick/N1.png,,S11,,,,,"Add ""Add ons""",,,,,,,,,
SE_SLS_Ord2Pick_251121_1354.pptx,31,S11. Add Add-on’s to the Sales order - Sales Order  to Pick SOP,S11. Add Add-on’s to the Sales order - Sales Order to Pick SOP,S11,Add Add-on’s to the Sales order,/images/Ord2Pick/S11.png,,S999,,,,,You have successfully completed the module Order to pick SOP,,,,,,,,,
SE_SLS_Ord2Pick_251121_1354.pptx,32,S999. You have successfully completed this SOP,S999. You have successfully completed this SOP,S999,You have successfully completed this SOP,/images/Ord2Pick/S999.png,,,,,,,,,,,,,,,,
