Source_PPT,SlideIndex,SelectionTitle,Title,Code,Title_short,Image_sub_url,Deci_Question,Next1_Code,Next2_Code,OPM_Step,Source_File,Source_Title,Step_narr_in,Step_narr_out_simple,Step_narr_out,Step_narr_m_out_simple,Step_narr_m_out,Code-OPM_S,Match_conf
SE_SLS_Enter_line_Opt2_251203_1402.pptx,29,"N2. No, the user is not using “Shopping List” Entry - At SE Electrical Distribution","n2. no, the user is not using ""shopping list"" entry - at se electrical distribution",n2,"no, the user is not using ""shopping list"" entry",/images/LineEnt/N2.png,,N3,,,,,,,,,,p8,0.3914590747330961
SE_SLS_Enter_line_Opt2_251203_1402.pptx,30,"N3. No, the user is not using “Quick Line” Entry - At SE Electrical Distribution","n3. no, the user is not using ""quick line"" entry - at se electrical distribution",n3,"no, the user is not using ""quick line"" entry",/images/LineEnt/N3.png,,S15,,,,,,,,,,p8,0.39568345323741005
SE_SLS_Enter_line_Opt2_251203_1402.pptx,31,S15. Advanced line entry selected  - At SE Electrical Distribution,s15. advanced line entry selected - at se electrical distribution,s15,advanced line entry selected,/images/LineEnt/S15.png,,S16,,,,,,,,,,p24,0.3614457831325301
SE_SLS_Enter_line_Opt2_251203_1402.pptx,32,S16. Enter Product Info  - At SE Electrical Distribution,s16. enter product info - at se electrical distribution,s16,enter product info,/images/LineEnt/S16.png,,D5,,,,,,,,,,p24,0.5272727272727272
SE_SLS_Enter_line_Opt2_251203_1402.pptx,33,D5. Was Product found ?- At SE Electrical Distribution,d5. was product found ?- at se electrical distribution,d5,was product found ?,/images/LineEnt/D5.png,,Y5,N5,,,,,,,,,p44,0.43478260869565216
SE_SLS_Enter_line_Opt2_251203_1402.pptx,34,"Y5. Yes, Product was found - At SE Electrical Distribution","y5. yes, product was found - at se electrical distribution",y5,"yes, product was found",/images/LineEnt/Y5.png,,S17,,,,,,,,,,p44,0.4647887323943662
SE_SLS_Enter_line_Opt2_251203_1402.pptx,35,S17. Product Selected - At SE Electrical Distribution,s17. product selected - at se electrical distribution,s17,product selected,/images/LineEnt/S17.png,,S18,,,,,,,,,,pm,0.42424242424242425
SE_SLS_Enter_line_Opt2_251203_1402.pptx,36,S18.  Enter Qty /UOM - At SE Electrical Distribution,s18. enter qty /uom - at se electrical distribution,s18,enter qty /uom,/images/LineEnt/S18.png,,D6,,,,,,,,,,p26,0.4117647058823529
SE_SLS_Enter_line_Opt2_251203_1402.pptx,37,D6. Is this a Build on Demand Product? - At SE Electrical Distribution,d6. is this a build on demand product? - at se electrical distribution,d6,is this a build on demand product?,/images/LineEnt/D6.png,,Y6,N6,,,,,,,,,p6,0.49372384937238495
SE_SLS_Enter_line_Opt2_251203_1402.pptx,38,"Y6. Yes, it is a build on Demand Product - At SE Electrical Distribution","y6. yes, it is a build on demand product - at se electrical distribution",y6,"yes, it is a build on demand product",/images/LineEnt/Y6.png,,S19,,,,,,,,,,p45,0.5025641025641026
SE_SLS_Enter_line_Opt2_251203_1402.pptx,39,S19. Create Add Kit Components - At SE Electrical Distribution,s19. create add kit components - at se electrical distribution,s19,create add kit components,/images/LineEnt/S19.png,,S21,,,,,,,,,,p24,0.2905982905982906
SE_SLS_Enter_line_Opt2_251203_1402.pptx,40,S21. Confirm Pricing - At SE Electrical Distribution,s21. confirm pricing - at se electrical distribution,s21,confirm pricing,/images/LineEnt/S21.png,,S22,,,,,,,,,,p24,0.3364485981308411
SE_SLS_Enter_line_Opt2_251203_1402.pptx,41,S22. Add lines to sales order - At SE Electrical Distribution,s22. add lines to sales order - at se electrical distribution,s22,add lines to sales order,/images/LineEnt/S22.png,,N4,,,,,,,,,,p31,0.5
SE_SLS_Enter_line_Opt2_251203_1402.pptx,42,"N4. No, This is not the last item  requested by the customer - At SE Electrical Distribution","n4. no, this is not the last item requested by the customer - at se electrical distribution",n4,"no, this is not the last item requested by the customer",/images/LineEnt/N4.png,,N6,,,,,,,,,,p37,0.38132295719844356
SE_SLS_Enter_line_Opt2_251203_1402.pptx,43,"N6. No, It is not a Build on demand Product - At SE Electrical Distribution","n6. no, it is not a build on demand product - at se electrical distribution",n6,"no, it is not a build on demand product",/images/LineEnt/N6.png,,S21,,,,,,,,,,p45,0.46464646464646464
SE_SLS_Enter_line_Opt2_251203_1402.pptx,44,S21. Confirm Pricing - At SE Electrical Distribution,s21. confirm pricing - at se electrical distribution,s21,confirm pricing,/images/LineEnt/S21.png,,S22,,,,,,,,,,p24,0.3364485981308411
SE_SLS_Enter_line_Opt2_251203_1402.pptx,45,S22. Add lines to sales order - At SE Electrical Distribution,s22. add lines to sales order - at se electrical distribution,s22,add lines to sales order,/images/LineEnt/S22.png,,N5,,,,,,,,,,p31,0.5
SE_SLS_Enter_line_Opt2_251203_1402.pptx,46,"N5. No, Product was not found - At SE Electrical Distribution","n5. no, product was not found - at se electrical distribution",n5,"no, product was not found",/images/LineEnt/N5.png,,S20,,,,,,,,,,p44,0.45871559633027525
SE_SLS_Enter_line_Opt2_251203_1402.pptx,47,S20. Create Non-Stock Product - At SE Electrical Distribution,s20. create non-stock product - at se electrical distribution,s20,create non,/images/LineEnt/S20.png,,S999,,,,,,,,,,p24,0.3448275862068966
SE_SLS_Enter_line_Opt2_251203_1402.pptx,48,S999. You have successfully completed this SOP,s999. you have successfully completed this sop,s999,you have successfully completed this sop,/images/LineEnt/S999.png,,,,,,,,,,,,pm,0.3508771929824561
,,,,,,,,,,p1,lineent_d1._a_decision_on_whether_the_user_want_to_enter_lines_using_easy_entry_-_at_se_.xlsx,lineent d1. a decision on whether the user want to enter lines using easy entry at se,d1. a decision on whether the user want to enter lines using “easy” entry - at se electrical distribution — the user is about to enter the order lines and is faced with the decision on which order entry method best suits the current order hence the question is asked would you like to use easy order entry,d1.,d1. a decision on whether the user want to enter lines using “easy” entry - at se electrical distribution — the user is about to enter the order lines and is faced with the decision on which order entry method best suits the current order hence the question is asked would you like to use easy order entry,,,,
,,,,,,,,,,p2,lineent_d2._a_decision_on_whether_the_user_want_to_enter_lines_using_shopping_list_entry.xlsx,lineent d2. a decision on whether the user want to enter lines using shopping list entry,d2. a decision on whether the user want to enter lines using “shopping list” entry — the user has chosen not to use the easy entry and is now asked if they would lie to use a shopping list,d2.,d2. a decision on whether the user want to enter lines using “shopping list” entry — the user has chosen not to use the easy entry and is now asked if they would lie to use a shopping list,,,,
,,,,,,,,,,p3,lineent_d3._a_decision_on_to_enter_line_items_using_quick_entry_needs_to_be_taken.xlsx,lineent d3. a decision on to enter line items using quick entry needs to be taken,d3. a decision on to enter line items using “quick” entry needs to be taken — the user chose not use the easy entry or the shopping list entry methods so has ot decide if they would like to enter using the quick entry,d3.,d3. a decision on to enter line items using “quick” entry needs to be taken — the user chose not use the easy entry or the shopping list entry methods so has ot decide if they would like to enter using the quick entry,,,,
,,,,,,,,,,p4,lineent_d4._last_product.xlsx,lineent d4. last product,d4. last product? — the user needs to check if this is the last line on the order if so suitable actions need to be taken if not another line would be added,d4.,d4. last product? — the user needs to check if this is the last line on the order if so suitable actions need to be taken if not another line would be added,,,,
,,,,,,,,,,p5,lineent_d5._was_product_found_.xlsx,lineent d5. was product found,d5. was product found ? — the product requested by the customer in not found in the system even though items are constantly added to the catalog from lists provided by the manufacturer some times products may still be not defined hence this decision has to be made,d5.,d5. was product found ? — the product requested by the customer in not found in the system even though items are constantly added to the catalog from lists provided by the manufacturer some times products may still be not defined hence this decision has to be made,,,,
,,,,,,,,,,p6,lineent_d6._is_this_a_build_on_demand_product.xlsx,lineent d6. is this a build on demand product,d6. is this a build on demand product? — a decision needs to be taken if the item selected is a build on demand kit product,d6.,d6. is this a build on demand product? — a decision needs to be taken if the item selected is a build on demand kit product,,,,
,,,,,,,,,,p7,lineent_m1._sales_order_line_entry_-_at_se_electrical_distribution.xlsx,lineent m1. sales order line entry at se electrical distribution,"m1. sales order line entry - at se electrical distribution — use these instructions to enter a stock order (so) for a customer. select sales > entry > order. select stock order in the order type field. complete the remaining fields on the page, and then click next. add line items. see line entry modes. click taxes and totals. verify or complete the tax information. apply any discounts or addons. click recalculate to update the order total. optionally, click freight rate shop to view shipping options. click collect payment. complete the payment information. if you are accepting a cash, check, or credit card payment, verify the journal settings and then click ok. click save to complete the order.",m1.,"m1. sales order line entry - at se electrical distribution — use these instructions to enter a stock order (so) for a customer. select sales > entry > order. select stock order in the order type field. complete the remaining fields on the page, and then click next. add line items. see line entry modes. click taxes and totals. verify or complete the tax information. apply any discounts or addons. click recalculate to update the order total. optionally, click freight rate shop to view shipping options. click collect payment. complete the payment information. if you are accepting a cash, check, or credit card payment, verify the journal settings and then click ok. click save to complete the order.",,,,
,,,,,,,,,,p8,lineent_n1._no_the_user_is_not_using_easy_line_entry.xlsx,lineent n1. no the user is not using easy line entry,"n1. no, the user is not using easy line entry — no the user has chosen not to use the quick line entry hence would move to the next decsion point",n1.,"n1. no, the user is not using easy line entry — no the user has chosen not to use the quick line entry hence would move to the next decsion point",,,,
,,,,,,,,,,p9,lineent_n2._no_the_user_is_not_using_shopping_list_entry.xlsx,lineent n2. no the user is not using shopping list entry,"n2. no, the user is not using “shopping list” entry — no the user is not using a shopping list and so would have to move to the next decision point",n2.,"n2. no, the user is not using “shopping list” entry — no the user is not using a shopping list and so would have to move to the next decision point",,,,
,,,,,,,,,,p10,lineent_n3._no_the_user_is_not_using_quick_line_entry.xlsx,lineent n3. no the user is not using quick line entry,"n3. no, the user is not using “quick line” entry — no the user is not using a quick line entry method and hence has to move to the next decsion block",n3.,"n3. no, the user is not using “quick line” entry — no the user is not using a quick line entry method and hence has to move to the next decsion block",,,,
,,,,,,,,,,p11,lineent_n5._no_product_was_not_found.xlsx,lineent n5. no product was not found,"n5. no, product was not found — no the product was not found hence a non stock item would have to be created using the se specific rules",n5.,"n5. no, product was not found — no the product was not found hence a non stock item would have to be created using the se specific rules",,,,
,,,,,,,,,,p12,lineent_n6._no_it_is_not_a_build_on_demand_product.xlsx,lineent n6. no it is not a build on demand product,"n6. no, it is not a build on demand product — no this is not a build on demand product hence can follow the standard path chosen for line entry",n6.,"n6. no, it is not a build on demand product — no this is not a build on demand product hence can follow the standard path chosen for line entry",,,,
,,,,,,,,,,p13,lineent_s000._opening_slide_for_sales_order_line_entry_deck.xlsx,lineent s000. opening slide for sales order line entry deck,s000. opening slide for sales order line entry deck — this deck of slides or pictures is the quote to order process which is part of quote to cash work flow,s000.,s000. opening slide for sales order line entry deck — this deck of slides or pictures is the quote to order process which is part of quote to cash work flow,,,,
,,,,,,,,,,p14,lineent_s001._about_scott_electric_and_welcome_to_training.xlsx,lineent s001. about scott electric and welcome to training,"s001. about scott electric and welcome to training — scott electric is a leading independent wholesale electrical distributor, serving electrical, mechanical, and general contractors, industrial customers, government agencies, and retail partners. the company provides a broad range of electrical products, lighting, tools, and related services to support both day-to-day operations and long-term projects. welcome to the scott electric training site_x000b_welcome to the scott electric training site. this platform is designed to help you build the knowledge and skills needed to support our customers safely, accurately, and efficiently. here you will find guided learning, reference materials, and role-based courses aligned with how we work every day — in sales, operations, service, administration, and support._x000b_thank you for investing your time in training. your commitment to learning and improvement is an important part of keeping scott electric strong, responsive, and customer-focused.",s001.,"s001. about scott electric and welcome to training — scott electric is a leading independent wholesale electrical distributor, serving electrical, mechanical, and general contractors, industrial customers, government agencies, and retail partners. the company provides a broad range of electrical products, lighting, tools, and related services to support both day-to-day operations and long-term projects. welcome to the scott electric training site_x000b_welcome to the scott electric training site. this platform is designed to help you build the knowledge and skills needed to support our customers safely, accurately, and efficiently. here you will find guided learning, reference materials, and role-based courses aligned with how we work every day — in sales, operations, service, administration, and support._x000b_thank you for investing your time in training. your commitment to learning and improvement is an important part of keeping scott electric strong, responsive, and customer-focused.",,,,
,,,,,,,,,,p15,lineent_s002._quote_to_cash_work_flow_at_se_electrical_distribution.xlsx,lineent s002. quote to cash work flow at se electrical distribution,s002. quote to cash work flow at se electrical distribution — this site is a typical quote to cache representation in what is called a workflow this outlines the various steps performed by various swim lanes if you will or functional groups and provides a overall picture of how we end up serving our customers and continuing to keep our creed of customer comes first,s002.,s002. quote to cash work flow at se electrical distribution — this site is a typical quote to cache representation in what is called a workflow this outlines the various steps performed by various swim lanes if you will or functional groups and provides a overall picture of how we end up serving our customers and continuing to keep our creed of customer comes first,,,,
,,,,,,,,,,p16,lineent_s003._pictorial_representation_of_quote_to_cash_-_at_se_electrical_distribution.xlsx,lineent s003. pictorial representation of quote to cash at se electrical distribution,s003. pictorial representation of quote to cash - at se electrical distribution — this slide is aptly named the pictorial representation of quote to cash at scott electric the distribution business while this light is the precursor to the focused area of quote to cache the picture shows how the various phases within that task is directly or indirectly affecting other components within the system for example an inventory is consumed the inventory has to be replenished and that is done by the procure to pay cycle similarly because a sales occurred there has to be accounting for the sale and also at the end of the day collection of the payment against the invoice so hence that goes into the financial side of the impact now because inventory is being both consumed replenished and in some cases being procured and directly shipped to the customer that has a direct impact on how the inventory is managed within the system,s003.,s003. pictorial representation of quote to cash - at se electrical distribution — this slide is aptly named the pictorial representation of quote to cash at scott electric the distribution business while this light is the precursor to the focused area of quote to cache the picture shows how the various phases within that task is directly or indirectly affecting other components within the system for example an inventory is consumed the inventory has to be replenished and that is done by the procure to pay cycle similarly because a sales occurred there has to be accounting for the sale and also at the end of the day collection of the payment against the invoice so hence that goes into the financial side of the impact now because inventory is being both consumed replenished and in some cases being procured and directly shipped to the customer that has a direct impact on how the inventory is managed within the system,,,,
,,,,,,,,,,p17,lineent_s1._easy_line_entry_selected-.xlsx,lineent s1. easy line entry selected,"s1. easy line entry selected- — easy use this mode to conduct a global search for a product. you can use values such as cross-reference values and the product description to search a product. you can add a single line item or multiple line items to the order in this mode. if you specify a price before dropping the line to the grid, it is treated as a price override. the price that is entered is used regardless of what is set up on the product setup or product warehouse product setup record. note: pricing logic is not initiated when you select products in easy line entry mode. if you use pd pricing setup records to set pricing and discounts for most of your products, you can enable alerts about products with associated pd records. select the check for non-standard products in easy and quick line entry option in sales order entry-order entry defaults. some things to note about easy line entry the price that is displayed is based on product records. you can select check for non-standard products in easy and quick line entry in sales order entry-order entry defaults to receive alerts about promotional products that are set up in pd pricing setup and other non-standard and restricted products. hold your mouse over the warning or error icon to view messages. you cannot add products with errors to the order.",s1.,"s1. easy line entry selected- — easy use this mode to conduct a global search for a product. you can use values such as cross-reference values and the product description to search a product. you can add a single line item or multiple line items to the order in this mode. if you specify a price before dropping the line to the grid, it is treated as a price override. the price that is entered is used regardless of what is set up on the product setup or product warehouse product setup record. note: pricing logic is not initiated when you select products in easy line entry mode. if you use pd pricing setup records to set pricing and discounts for most of your products, you can enable alerts about products with associated pd records. select the check for non-standard products in easy and quick line entry option in sales order entry-order entry defaults. some things to note about easy line entry the price that is displayed is based on product records. you can select check for non-standard products in easy and quick line entry in sales order entry-order entry defaults to receive alerts about promotional products that are set up in pd pricing setup and other non-standard and restricted products. hold your mouse over the warning or error icon to view messages. you cannot add products with errors to the order.",,,,
,,,,,,,,,,p18,lineent_s10._quick_line_entry.xlsx,lineent s10. quick line entry,"s10. quick line entry — quick select sales > entry > order. specify the required information on the initiate page, and then click next. select line entry > quick. specify the quantity. specify the product. click add. optionally, change the price or unit. add additional products to the grid. click add lines to add the lines in the grid to the order. finish the order. use this mode to add multiple lines to an order simultaneously. quick line entry requires fewer steps and processing time than single line entry. use this method if you use a scanner to enter products on the order. note: pricing logic is not initiated when you select products in quick line entry mode. if you use pd pricing setup records to set pricing and discounts for most of your products, you can enable alerts about products with associated pd records. select the check for non-standard products in easy and quick line entry option in sales order entry-order entry defaults.",s10.,"s10. quick line entry — quick select sales > entry > order. specify the required information on the initiate page, and then click next. select line entry > quick. specify the quantity. specify the product. click add. optionally, change the price or unit. add additional products to the grid. click add lines to add the lines in the grid to the order. finish the order. use this mode to add multiple lines to an order simultaneously. quick line entry requires fewer steps and processing time than single line entry. use this method if you use a scanner to enter products on the order. note: pricing logic is not initiated when you select products in quick line entry mode. if you use pd pricing setup records to set pricing and discounts for most of your products, you can enable alerts about products with associated pd records. select the check for non-standard products in easy and quick line entry option in sales order entry-order entry defaults.",,,,
,,,,,,,,,,p19,lineent_s11._enter_product_number.xlsx,lineent s11. enter product number,"s11. enter product number — during line entry products are searched in the easy mode the search option is product and within that typing a few characters from the product will bring up matching list and will show you the quantity on hand under :in stock""",s11.,"s11. enter product number — during line entry products are searched in the easy mode the search option is product and within that typing a few characters from the product will bring up matching list and will show you the quantity on hand under :in stock""",,,,
,,,,,,,,,,p20,lineent_s12._enter_quantity_required.xlsx,lineent s12. enter quantity required,s12. enter quantity required — before entering the quantity ensure that the product is available so the delivery requirements of the customer are met,s12.,s12. enter quantity required — before entering the quantity ensure that the product is available so the delivery requirements of the customer are met,,,,
,,,,,,,,,,p21,lineent_s13._enter_price_optional_as_system_would_offer_best_price_for_the_customer-.xlsx,lineent s13. enter price optional as system would offer best price for the customer,s13. enter price optional as system would offer best price for the customer- — price over ride should be an,s13.,s13. enter price optional as system would offer best price for the customer- — price over ride should be an,,,,
,,,,,,,,,,p22,lineent_s14._add_quick_list_lines.xlsx,lineent s14. add quick list lines,"s14. add quick list lines — quick use this mode to add multiple lines to an order simultaneously. quick line entry requires fewer steps and processing time than single line entry. use this method if you use a scanner to enter products on the order. note: pricing logic is not initiated when you select products in quick line entry mode. if you use pd pricing setup records to set pricing and discounts for most of your products, you can enable alerts about products with associated pd records. select the check for non-standard products in easy and quick line entry option in sales order entry-order entry defaults.",s14.,"s14. add quick list lines — quick use this mode to add multiple lines to an order simultaneously. quick line entry requires fewer steps and processing time than single line entry. use this method if you use a scanner to enter products on the order. note: pricing logic is not initiated when you select products in quick line entry mode. if you use pd pricing setup records to set pricing and discounts for most of your products, you can enable alerts about products with associated pd records. select the check for non-standard products in easy and quick line entry option in sales order entry-order entry defaults.",,,,
,,,,,,,,,,p23,lineent_s15._advanced_line_entry_selected.xlsx,lineent s15. advanced line entry selected,"s15. advanced line entry selected — advanced use this mode to add a single line item to the order. in this mode, you can specify additional information that may be required for processing, such as sourcing, serial or lot number assignment, or pricing changes. values for the line item that may differ from the order, such as promise date and rush status, are available in the extended fields section. you can also use this mode to add a printed or internal comment to the line. all line entry modes in sales order entry are available, with these exceptions: on correction orders, only the advanced and return multiple modes are available. on direct orders,only the advanced mode is available. if you specify a product on a line and click finish before you add the line to the order, these events occur: the line is added to the order. the order is completed.",s15.,"s15. advanced line entry selected — advanced use this mode to add a single line item to the order. in this mode, you can specify additional information that may be required for processing, such as sourcing, serial or lot number assignment, or pricing changes. values for the line item that may differ from the order, such as promise date and rush status, are available in the extended fields section. you can also use this mode to add a printed or internal comment to the line. all line entry modes in sales order entry are available, with these exceptions: on correction orders, only the advanced and return multiple modes are available. on direct orders,only the advanced mode is available. if you specify a product on a line and click finish before you add the line to the order, these events occur: the line is added to the order. the order is completed.",,,,
,,,,,,,,,,p24,lineent_s16._enter_product_info.xlsx,lineent s16. enter product info,s16. enter product info,s16.,s16. enter product info,,,,
,,,,,,,,,,p25,lineent_s17._accept_product.xlsx,lineent s17. accept product,s17. accept product — since the product matching the requirement was found the appropriate action can now be taken,s17.,s17. accept product — since the product matching the requirement was found the appropriate action can now be taken,,,,
,,,,,,,,,,p26,lineent_s18._enter_qty_uom.xlsx,lineent s18. enter qty uom,s18. enter qty /uom — enter the quantity and unit of issue,s18.,s18. enter qty /uom — enter the quantity and unit of issue,,,,
