"Source_PPT","SlideIndex","SelectionTitle","Title","Code","Title_short","Image_sub_url","Deci_Question","Next1_Code","Next2_Code"
"SE_SLS_Q2Ord_251115_2034.pptx","12","Y1.  Yes the Customer Accepted the Quote – SE Quote to Sales Order SOP","Y1. Yes the Customer Accepted the Quote - SE Quote to Sales Order SOP","Y1","Yes the Customer Accepted the Quote","/images/Quo2Ord/Y1.png","","D2",""
"SE_SLS_Q2Ord_251115_2034.pptx","13","D2.  Was special Pricing given – SE Quote to Sales Order SOP","D2. Was special Pricing given - SE Quote to Sales Order SOP","D2","Was special Pricing given","/images/Quo2Ord/D2.png","","Y2","N2"
"SE_SLS_Q2Ord_251115_2034.pptx","14","Y2.  Yes, Special Pricing was utilized – SE Quote to Sales Order SOP","Y2. Yes, Special Pricing was utilized - SE Quote to Sales Order SOP","Y2","Yes, Special Pricing was utilized","/images/Quo2Ord/Y2.png","","S11",""
"SE_SLS_Q2Ord_251115_2034.pptx","15","S11. Copy quote to New Revision – SE Quote to Sales Order SOP","S11. Copy quote to New Revision - SE Quote to Sales Order SOP","S11","Copy quote to New Revision","/images/Quo2Ord/S11.png","","N1",""
"SE_SLS_Q2Ord_251115_2034.pptx","16","N1.  Quote was not Accepted – SE Quote to Sales Order SOP","N1. Quote was not Accepted - SE Quote to Sales Order SOP","N1","Quote was not Accepted","/images/Quo2Ord/N1.png","","D3",""
"SE_SLS_Q2Ord_251115_2034.pptx","17","D3.  Is there an opportunity to Requote ?– SE Quote to Sales Order SOP","D3. Is there an opportunity to Requote ?- SE Quote to Sales Order SOP","D3","Is there an opportunity to Requote ?","/images/Quo2Ord/D3.png","","Y3","N3"
"SE_SLS_Q2Ord_251115_2034.pptx","18","Y3.  Yes There is an Opportunity to Requote – SE Quote to Sales Order SOP","Y3. Yes There is an Opportunity to Requote - SE Quote to Sales Order SOP","Y3","Yes There is an Opportunity to Requote","/images/Quo2Ord/Y3.png","","S9",""
"SE_SLS_Q2Ord_251115_2034.pptx","19","S9.  Copy Quote to new Revision – SE Quote to Sales Order SOP","S9. Copy Quote to new Revision - SE Quote to Sales Order SOP","S9","Copy Quote to new Revision","/images/Quo2Ord/S9.png","","S10",""
"SE_SLS_Q2Ord_251115_2034.pptx","20","S10. Maintain the new Revision – SE Quote to Sales Order SOP","S10. Maintain the new Revision - SE Quote to Sales Order SOP","S10","Maintain the new Revision","/images/Quo2Ord/S10.png","","S11",""
"SE_SLS_Q2Ord_251115_2034.pptx","21","S11. Copy quote to New Revision – SE Quote to Sales Order SOP","S11. Copy quote to New Revision - SE Quote to Sales Order SOP","S11","Copy quote to New Revision","/images/Quo2Ord/S11.png","","S12",""
"SE_SLS_Q2Ord_251115_2034.pptx","22","S12. Submit Quote – SE Quote to Sales Order SOP","S12. Submit Quote - SE Quote to Sales Order SOP","S12","Submit Quote","/images/Quo2Ord/S12.png","","S121",""
"SE_SLS_Q2Ord_251115_2034.pptx","23","S121.  Send  Quote  to customer and await Response– SE Quote to Sales Order SOP","S121. Send Quote to customer and await Response- SE Quote to Sales Order SOP","S121","Send Quote to customer and await Response","/images/Quo2Ord/S121.png","","N2",""
"SE_SLS_Q2Ord_251115_2034.pptx","24","N2. No special pricing was availed – SE Quote to Sales Order SOP","N2. No special pricing was availed - SE Quote to Sales Order SOP","N2","No special pricing was availed","/images/Quo2Ord/N2.png","","S6",""
"SE_SLS_Q2Ord_251115_2034.pptx","25","S6. Convert Quote to Sales Order – SE Quote to Sales Order SOP","S6. Convert Quote to Sales Order - SE Quote to Sales Order SOP","S6","Convert Quote to Sales Order","/images/Quo2Ord/S6.png","","N3",""
"SE_SLS_Q2Ord_251115_2034.pptx","26","N3. No Opportunity to Requote – SE Quote to Sales Order SOP","N3. No Opportunity to Requote - SE Quote to Sales Order SOP","N3","No Opportunity to Requote","/images/Quo2Ord/N3.png","","S7",""
"SE_SLS_Q2Ord_251115_2034.pptx","27","S7. Cancel Quote despite every effort to win business  – SE Quote to Sales Order SOP","S7. Cancel Quote despite every effort to win business - SE Quote to Sales Order SOP","S7","Cancel Quote despite every effort to win business","/images/Quo2Ord/S7.png","","S8",""
"SE_SLS_Q2Ord_251115_2034.pptx","28","S8. Ensure to Record the reason for the lost business – SE Quote to Sales Order SOP","S8. Ensure to Record the reason for the lost business - SE Quote to Sales Order SOP","S8","Ensure to Record the reason for the lost business","/images/Quo2Ord/S8.png","","S999",""
"SE_SLS_Q2Ord_251115_2034.pptx","29","S999. You have successfully completed this SOP","S999. You have successfully completed this SOP","S999","You have successfully completed this SOP","/images/Quo2Ord/S999.png","","",""
