Source_PPT,SlideIndex,SelectionTitle,Title,Code,Title_short,Image_sub_url,Deci_Question,Next1_Code,Next2_Code,match_code_OPM,OPM_Step,Source_Title,Narr1,Narr2,Narr3,Disp_next1,Disp_next2,Disp_next3,UAP url,UAP Label,start_here,Mismatch,Entity,Function,SubEntity,SOP_id,SOP_path
SE_SLS_Q2Ord_251113_1613.pptx,11,D1.  Status of the Quote – SE Quote to Sales Order SOP,D1. Status of the Quote - SE Quote to Sales Order SOP,D1,Status of the Quote,D1.png,Was the quoteAccepted,Y1,N1,,,,Having received a re,Having received a response from the customer now it has to be determined whether ,Having received a response from the customer now it has to be determined whether the customer accepted our quote or has rejected it or has suggested some changes no matter what there's basically a decision point and hence this step is demarcated with the number T one indicating that there is a decision that needs to be taken and the decision is was the quote accepted or was it not accepted I don't want to say rejected because they may not accept the quote in totality but they may want some changes or may indicate some changes that we need to make in order to get that business of course Scott Electric has to take a decision too if those changes are something that Scott Electric is willing to provide or it in the greater good the decision is taken that it is better to lose the business than except those terms that the customer is expecting Either way there's only two outcomes that can happen from here one is yes it was accepted and no it was not accepted ,Yes the Customer Accepted the Quote, Quote was not Accepted,,,,N,,SE,Sales,Quo2Ord,Quo2Ord,SOP/images/SE/Distro/Quo2Ord
SE_SLS_Q2Ord_251113_1613.pptx,12,Y1.  Yes the Customer Accepted the Quote – SE Quote to Sales Order SOP,Y1. Yes the Customer Accepted the Quote - SE Quote to Sales Order SOP,Y1,Yes the Customer Accepted the Quote,Y1.png,,D2,,,,,yes the customer has accepted the quote,A Yes decision was taken,As a practice it should be mentioned here that all the flows are designed to first negotiate the yes links as far as possible and then come back to each decision point and take the null link so with that in mind the next step is of course Y1 yes the customer has accepted the quote so there are additional processes that must happen now that we know that the Quote has been accepted ,Was special Pricing given,,,,,N,,SE,Sales,Quo2Ord,Quo2Ord,SOP/images/SE/Distro/Quo2Ord
SE_SLS_Q2Ord_251113_1613.pptx,13,D2.  Was special Pricing given – SE Quote to Sales Order SOP,D2. Was special Pricing given - SE Quote to Sales Order SOP,D2,Was special Pricing given,D2.png,Was special pricing Used,Y2,N2,,,, Once the Quote is t, Once the Quote is then verified based on if there's any other additional te, Once the Quote is then verified based on if there's any other additional terms or any other requests that the customer has made for example they may accept the quote in entirety as far as the product the value everything else but may choose that parts of it has to be shipped to another project within their organization so these are kind of small nuances that are verified but more importantly in order to win this business it is quite probable that some pricing changes were made to be competitive and to garner the customer's business So the next this leads to the next decision point  D-2 were any special pricing provided for this project And the two possible options are yes or Y two the there was special pricing created to garner this business or the other option end to in which case the prices quoted were the standard price for that customer class and that customer so that decision has to be taken ,"Yes, Special Pricing was utilized", No special pricing was availed ,,,,N,,SE,Sales,Quo2Ord,Quo2Ord,SOP/images/SE/Distro/Quo2Ord
SE_SLS_Q2Ord_251113_1613.pptx,14,"Y2.  Yes, Special Pricing was utilized – SE Quote to Sales Order SOP","Y2. Yes, Special Pricing was utilized - SE Quote to Sales Order SOP",Y2,"Yes, Special Pricing was utilized",Y2.png,,S5,,,,,Since it was determi,Since it was determined th,Since it was determined that a special price arrangement was made for this particular quote the quote has to be converted to a pricing record so that there will be history of the special pricing given and also that helps us analyze as a business how well our pricing promotions etcetera are effective in gardening  ,Copy Quote to Price Record,,,,,N,,SE,Sales,Quo2Ord,Quo2Ord,SOP/images/SE/Distro/Quo2Ord
SE_SLS_Q2Ord_251113_1613.pptx,15,S5.  Copy Quote to Price Record – SE Quote to Sales Order SOP,S5. Copy Quote to Price Record - SE Quote to Sales Order SOP,S5,Copy Quote to Price Record,S5.png,,N1,,,P2,Convert A Quote To A Pricing Record,This business was wo,This business was won by giv,This business was won by giving the customer a special price on the lines with the order hence the quote needs to copied to a price record. This helps ensure the price is mainted through the life of the Quote fro quote to cash. It also provides the pricing department with valuable information for analysis on price effectiveness etc,Quote was not Accepted,,,https://scottelectricusa.uap.infor.com/#/content/07409a70-1b76-4598-9d53-d16c900a8b9b?contextId=cbb9e819-56b3-478a-a190-b9539eef5fdb,Copy Quote to Price Record,N,,SE,Sales,Quo2Ord,Quo2Ord,SOP/images/SE/Distro/Quo2Ord
SE_SLS_Q2Ord_251113_1613.pptx,16,N1.  Quote was not Accepted – SE Quote to Sales Order SOP,N1. Quote was not Accepted - SE Quote to Sales Order SOP,N1,Quote was not Accepted,N1.png,,D3,,,,,Quote was not Accepted,The customer has indicated that they are not accepting this quote and would usually provide some inf,The customer has indicated that they are not accepting this quote and would usually provide some information as to Why ,Is there an opportunity to Requote ?,,,,,N,,SE,Sales,Quo2Ord,Quo2Ord,SOP/images/SE/Distro/Quo2Ord
SE_SLS_Q2Ord_251113_1613.pptx,17,D3.  Is there an opportunity to Requote ?– SE Quote to Sales Order SOP,D3. Is there an opportunity to Requote ?- SE Quote to Sales Order SOP,D3,Is there an opportunity to Requote ?,D3.png,Is there an opportunity to requote?,Y3,N3,,,,Is there an opportunity to Requote ?,Is every good and successful salesperson knows that the sale only starts when there is a rejection o,Is every good and successful salesperson knows that the sale only starts when there is a rejection otherwise it's just a demand right so the fact that the quote was not accepted does not mean that's the end of it A good salesperson who has a good relationship with the customer typically will look for ways to carve out some portion or the whole business and in so doing comes up with a need to recoat the to the customer Well sometimes life is hard and one cannot always win everything so that's why it's called life right And hence if there is no opportunity for a Quote because it also comes to light and a good customer will know a good salesperson will know when a customer has already taken action to go with someone else and at that point there is the process of saying no we there is no opportunity to reQuote So as I said there are two possible decisions one is there an opportunity to reQuote or the other is there no opportunity to reQuote and this is the last business ,Yes There is an Opportunity to Requote,No Opportunity to Requote,,,,N,,SE,Sales,Quo2Ord,Quo2Ord,SOP/images/SE/Distro/Quo2Ord
SE_SLS_Q2Ord_251113_1613.pptx,18,Y3.  Yes There is an Opportunity to Requote – SE Quote to Sales Order SOP,Y3. Yes There is an Opportunity to Requote - SE Quote to Sales Order SOP,Y3,Yes There is an Opportunity to Requote,Y3.png,,S9,,,,,Yes There is an Opportunity to Requote,There is an opportunity to re quote our business and this stays with our methodology of following th,There is an opportunity to re quote our business and this stays with our methodology of following the SS first So the next step of course will be what do we need to get a good chance at garnering that business ,Copy Quote to new Revision,,,,,N,,SE,Sales,Quo2Ord,Quo2Ord,SOP/images/SE/Distro/Quo2Ord
SE_SLS_Q2Ord_251113_1613.pptx,19,S9.  Copy Quote to new Revision – SE Quote to Sales Order SOP,S9. Copy Quote to new Revision - SE Quote to Sales Order SOP,S9,Copy Quote to new Revision,S9.png,,S10,,,,,Copy Quote to new Revision,Keeping good records is a very good habit and is a habit all successful salesperson and successful c,Keeping good records is a very good habit and is a habit all successful salesperson and successful companies follow diligently hence the quote that was lost has was not accepted is then Is then changed to a next revision level and whatever changes are the salesperson either in discussion with the customer or based upon the intel gathered makes those changes to this next revision hence there is a history of what was originally quoted what was the second quote or revision that was done to try and garner the customer's business that is in step S9 ,Maintain the new Revision,,,,,N,,SE,Sales,Quo2Ord,Quo2Ord,SOP/images/SE/Distro/Quo2Ord
SE_SLS_Q2Ord_251113_1613.pptx,20,S10. Maintain the new Revision – SE Quote to Sales Order SOP,S10. Maintain the new Revision - SE Quote to Sales Order SOP,S10,Maintain the new Revision,S10.png,,S11,,,,,Maintain the new Revision, The process to update a revision is called maintaining the quote and this step has the serial numbe, The process to update a revision is called maintaining the quote and this step has the serial number S-10 and customer service person or the salesperson makes changes to the quote based upon various inputs in the calculated guess garner the business most seasoned salesperson don't guess they have ways to gather intel as to what are the pain points for that customer and use that to ensure that they get the business ,Copy quote to New Revision,,,,,N,,SE,Sales,Quo2Ord,Quo2Ord,SOP/images/SE/Distro/Quo2Ord
SE_SLS_Q2Ord_251113_1613.pptx,21,S11. Copy quote to New Revision – SE Quote to Sales Order SOP,S11. Copy quote to New Revision - SE Quote to Sales Order SOP,S11,Copy quote to New Revision,S11.png,,S12,,,,,Copy quote to New Revision,As the title suggests here the port that was maintained previously is copied to a new revision hence,As the title suggests here the port that was maintained previously is copied to a new revision hence keeping track of any changes that happened before it is shipped to the customer The next step of course S-10 S12 is the actual meaning of the quote new revised quote to the customer ,Submit Quote,,,,,N,,SE,Sales,Quo2Ord,Quo2Ord,SOP/images/SE/Distro/Quo2Ord
SE_SLS_Q2Ord_251113_1613.pptx,22,S12. Submit Quote – SE Quote to Sales Order SOP,S12. Submit Quote - SE Quote to Sales Order SOP,S12,Submit Quote,S12.png,,S121,,,,,Submit Quote,I in the previous incidents of sending the Quote to the customer Here a revision is sent to the cust,"I in the previous incidents of sending the Quote to the customer Here a revision is sent to the customer and so that they can take a look at it and take an informed decision and it is our hope and desire that we meet their requirements  
This also concludes all the yes branches in this SOP so now we have to start going back to the decisions where we took the yes but have not processed the number and in that regard I believe the next one will take us back to Decision D2",S12a. Send Quote to customer and await Response,,,,Submit quote te nttte,N,,SE,Sales,Quo2Ord,Quo2Ord,SOP/images/SE/Distro/Quo2Ord
SE_SLS_Q2Ord_251113_1613.pptx,23,S12a. Send  Quote  to customer and await Response– SE Quote to Sales Order SOP,S12a. Send Quote to customer and await Response- SE Quote to Sales Order SOP,S121,S12a. Send Quote to customer and await Response,S121.png,,N2,,,,,S12a. Send Quote to customer and await Response,Having copied the modified quote to a new revision the quote is ready to be shipped to the customer,Having copied the modified quote to a new revision the quote is ready to be shipped to the customer,No special pricing was availed,,,,S a and nand atstomer and await Response,N,,SE,Sales,Quo2Ord,Quo2Ord,SOP/images/SE/Distro/Quo2Ord
SE_SLS_Q2Ord_251113_1613.pptx,24,N2. No special pricing was availed – SE Quote to Sales Order SOP,N2. No special pricing was availed - SE Quote to Sales Order SOP,N2,No special pricing was availed,N2.png,,S6,,,,,No special pricing was availed,While we won the customer's business it appears for this particular quote no special pricing was ava,While we won the customer's business it appears for this particular quote no special pricing was availed hence the customer was happy with our pricing our terms and if it's an old long standing customer they know that their product will show up on time as promised hence the decision here was M2 no special pricing applied ,Convert Quote to Sales Order,,,,No special pricing nt availed,N,,SE,Sales,Quo2Ord,Quo2Ord,SOP/images/SE/Distro/Quo2Ord
SE_SLS_Q2Ord_251113_1613.pptx,25,S6. Convert Quote to Sales Order – SE Quote to Sales Order SOP,S6. Convert Quote to Sales Order - SE Quote to Sales Order SOP,S6,Convert Quote to Sales Order,S6.png,,N3,,,P1,01 Copy Quote Order To A Stock Order,Convert Quote to Sales Order,If you recall in an earlier path we had come through deep glue onto Y2 where we copied the quote to ,If you recall in an earlier path we had come through deep glue onto Y2 where we copied the quote to a special pricing record now we are coming to the same D2 but are following the end 2 path or the no special pricing path and have arrived at the final step for this SOP which is conversion of the quote do a sales order which as you as mentioned earlier and as notice by you is in a different color than every other box or special or redefined process and as mentioned earlier this is a sub process or a whole new SOP in this case it's a whole new SOP Thank you ,No Opportunity to Requote,,,,Convert quote to ntt Order,N,,SE,Sales,Quo2Ord,Quo2Ord,SOP/images/SE/Distro/Quo2Ord
SE_SLS_Q2Ord_251113_1613.pptx,26,N3. No Opportunity to Requote – SE Quote to Sales Order SOP,N3. No Opportunity to Requote - SE Quote to Sales Order SOP,N3,No Opportunity to Requote,N3.png,,S7,,,,,No Opportunity to Requote,That's got electric We don't like to lose business but we also know that just getting a sales order ,That's got electric We don't like to lose business but we also know that just getting a sales order at any price may actually impact all other sales other customers because at the end of the day the world is connected and people get information from various sources So in this particular instance a decision was taken that no further recoding was going to be done and hence N3 no record ,Cancel Quote despite every effort to win business,,,,No opportunity Opportunity nOpportuntote,N,,SE,Sales,Quo2Ord,Quo2Ord,SOP/images/SE/Distro/Quo2Ord
SE_SLS_Q2Ord_251113_1613.pptx,27,S7. Cancel Quote despite every effort to win business  – SE Quote to Sales Order SOP,S7. Cancel Quote despite every effort to win business - SE Quote to Sales Order SOP,S7,Cancel Quote despite every effort to win business,S7.png,,S8,,,,,Cancel Quote despite every effort to win business,It is time to concede that with all the extra effort all the burning of the midnight oil that partic,It is time to concede that with all the extra effort all the burning of the midnight oil that particular customer and that particular opportunity was not going to come to us hence we have to market as a as a lost business and cancel the audit the next two steps basically are needed to annotate the reason for the loss of business and also to mark that quote as canceled we cannot delete a quote but we can cancel it ,Ensure to Record the reason for the lost business,,,,Cancel quote to ntotvery effort to win business,N,,SE,Sales,Quo2Ord,Quo2Ord,SOP/images/SE/Distro/Quo2Ord
SE_SLS_Q2Ord_251113_1613.pptx,28,S8. Ensure to Record the reason for the lost business – SE Quote to Sales Order SOP,S8. Ensure to Record the reason for the lost business - SE Quote to Sales Order SOP,S8,Ensure to Record the reason for the lost business,S8.png,,S999,,,,,Ensure to Record the reason for the lost business,As hard as it might be to concede defeat it is very important to document the reason why we did not ,As hard as it might be to concede defeat it is very important to document the reason why we did not get this business Wasn't due to price wasn't due to availability of stock was it due to other specifications that we could not match 100% for example there are many shades of wall plates We might have the generic ivory and the customer may be looking for a specific brand specific color which we don't carry in inventory we would be glad to have it shipped to them directly but that may not have met their time requirements hence in cases like this is very important to note why that line or the lines were rejected by the customer and if many such votes are lost because of product availability etc Product stock information can be adjusted and those products can be kept in our standing inventory ,You have successfully completed this SOP,,,,Ensure to the nthe teason for the lost business,N,,SE,Sales,Quo2Ord,Quo2Ord,SOP/images/SE/Distro/Quo2Ord
SE_SLS_Q2Ord_251113_1613.pptx,29,S999. You have successfully completed this SOP,S999. You have successfully completed this SOP,S999,You have successfully completed this SOP,S999.png,,Exit,,,PM,PM-selected,You have successfully completed this SOP,Congratulations you have now traversed all the possible paths for this SOP of port to sales order Wh,Congratulations you have now traversed all the possible paths for this SOP of port to sales order While it is good that you've traversed all the paths what you need to do is to practice and become efficient and be able to translate your current work to the new system Have a nice day ,Exit,,,,You have completed ncomplecompleted this SOP,N,,SE,Sales,Quo2Ord,Quo2Ord,SOP/images/SE/Sales/Quo2Ord
